n,n_2,Mass,Length,Energy
82,6724,2.666847907704453e-30,4.331861645755543e-09,8.992667198322777e-20
97,9409,1.0953264038060987e-28,5.8058383932914906e-09,1.4418509347368617e-21
24,576,5.517628458654412e-27,9.779000638074677e-09,2.496272036101721e-24
100,10000,3.596828079011559e-29,8.093918646527007e-09,2.3290816949781642e-21
17,289,2.2412232560407075e-30,9.061704353038906e-09,5.069511299465511e-21
27,729,4.4256935900517455e-30,4.478656865637744e-09,1.669202065313086e-20
4,16,1.3344910989325284e-30,3.1555946609791783e-09,1.6519768484315995e-20
3,9,1.3476415079339548e-30,9.931992265271131e-09,1.2385005457264358e-21
10,100,1.3563616090994523e-27,9.72817414409998e-09,4.275470462281988e-24
33,1089,4.432699582344012e-29,7.305641119525558e-09,7.655103104539839e-22
86,7396,4.833061712245524e-28,2.745522181554386e-09,1.2955323707564838e-21
13,169,1.1449494708238983e-27,1.285458576313436e-10,3.7710555613705e-20
88,7744,4.091282258164806e-27,9.492641247469099e-09,1.3099996071135548e-23
43,1849,2.577211813554384e-30,4.452976436939936e-09,4.617847853708856e-20
9,81,1.3869314528986967e-29,1.6289041077733069e-10,1.342204056627774e-18
49,2401,1.3837080554694687e-29,1.485014843065207e-09,8.8127630541459e-20
52,2704,7.339254299182327e-27,4.939319374997949e-09,1.5938199650889732e-23
76,5776,5.782367791365484e-28,4.385951098621222e-10,3.749750588775041e-20
21,441,9.132196634616105e-30,5.7989747600333614e-09,3.752871337887814e-21
63,3969,6.15386837989608e-29,9.728881228407433e-09,5.935927871281807e-22
16,256,1.3299299364240321e-30,6.288414045035042e-09,1.6696715012954023e-20
23,529,2.289291977924426e-27,7.284144089605435e-09,1.0391821188561117e-23
53,2809,2.4152682875897734e-27,3.998065933350681e-09,7.534122174239517e-23
44,1936,4.018734180157763e-29,1.1563738327221405e-09,4.493543565076636e-20
65,4225,1.0001334410800379e-27,8.36160955371489e-09,5.101497887384286e-23
2,4,5.256583992888345e-28,2.333418987553258e-09,3.8349791252422637e-23
40,1600,1.8675429771555728e-28,9.047838112547849e-09,1.4358921309912442e-22
91,8281,1.1874221119608002e-30,1.9914180617584192e-10,1.0605556174331725e-16
21,441,9.247511883395414e-27,5.840655897191696e-09,3.6533663772832395e-24
82,6724,1.3298003454339768e-30,4.174268114703436e-09,1.9421769779415023e-19
45,2025,3.712843746226237e-29,1.0414058536725561e-09,6.133210693320254e-20
46,2116,2.0218199771776225e-28,4.5386856723331495e-09,6.061459488258481e-22
62,3844,4.9221904423102266e-30,8.186608820065652e-09,1.0314478394957779e-20
28,784,2.7115224032197843e-30,9.660951465077304e-09,6.071934885387082e-21
99,9801,6.206302113248558e-28,8.065631314803734e-10,1.3456980448552463e-20
64,4096,2.636713910894944e-28,2.101993019179139e-09,3.014924886350322e-21
87,7569,6.430237334986337e-28,4.260872357933244e-09,4.0899431667162614e-22
50,2500,6.7989403321171925e-28,1.9145903680809913e-09,1.10102988463388e-21
42,1764,3.6440161645906314e-29,1.3322607665174919e-09,3.563793982658551e-20
19,361,8.172260506830764e-28,9.110090739769773e-10,1.5374042072067847e-21
8,64,3.345767825133438e-29,6.73337953795106e-09,2.8943434792628e-22
89,7921,3.790162593243721e-29,1.5541600484954114e-09,5.3353480530958903e-20
47,2209,6.015831668083748e-30,8.819829472106657e-10,5.511932337085831e-19
63,3969,7.5410233126874875e-28,2.6572600731679298e-09,6.493281242721388e-22
36,1296,3.788868907301438e-30,8.00912931149526e-09,8.12913586628877e-21
46,2116,1.7995925752204095e-29,7.596172099959472e-09,2.431174431480374e-21
71,5041,1.2642699210554885e-28,7.820435311709683e-09,5.039399157361152e-22
19,361,7.917891700751085e-28,5.035420748443269e-09,5.193911979209739e-23
41,1681,4.0915981852944857e-29,7.257609078222015e-09,1.0440608421605494e-21
44,1936,1.5573729764016571e-27,5.651535832684197e-09,4.8545518362314575e-23
67,4489,2.141035534280605e-30,9.485601289961316e-09,1.9087245854329e-20
5,25,3.940010042433386e-27,9.722503833904917e-09,7.367811416137348e-25
36,1296,5.6450047415176e-29,4.344567120726543e-09,1.8542455236022074e-21
79,6241,1.797070198997705e-27,6.748303102001576e-09,5.297792683704585e-23
15,225,4.3046302714635756e-30,9.907348708878441e-10,1.948330266824757e-19
14,196,3.3276673363210833e-29,4.511863815932745e-09,1.134222448327024e-21
65,4225,6.497029139772229e-29,1.8231907503208338e-09,1.6517959471520167e-20
89,7921,3.8051494886813073e-28,3.787000625867053e-09,8.950547499190286e-22
99,9801,4.655837878367732e-28,6.549654589426088e-09,2.7203364642238753e-22
68,4624,1.8651412651832164e-29,4.688529781463073e-09,9.102189981763076e-21
75,5625,8.986057748068138e-30,8.881882434508318e-09,5.806361743445663e-21
93,8649,4.1864724570269554e-27,7.08033755380317e-09,2.4319176008877423e-23
61,3721,1.4114638450579922e-27,7.339692818242342e-09,4.402773871890391e-23
25,625,7.736156443342774e-27,9.21305620119381e-09,2.0894375535908926e-24
72,5184,3.6009476730604825e-29,1.2410231563806172e-09,7.124887109933831e-20
1,1,1.4723223760603909e-30,7.275126873588191e-09,7.042680983260642e-22
8,64,3.1456010254381437e-27,2.741434241161625e-10,1.8571746854614844e-21
89,7921,8.239758457696096e-29,8.2259274193206e-09,8.760478965320452e-22
90,8100,5.113216866623217e-29,4.3682848212206416e-09,5.062306934073594e-21
70,4900,2.2406108590389857e-30,2.342743524459562e-09,3.1239507839643175e-19
37,1369,2.8887464209684547e-30,2.5892675380524644e-09,1.0484808975706831e-19
48,2304,3.161761808426468e-29,3.0189819584935286e-09,9.141408670127626e-21
22,484,9.886976400776791e-27,9.24396622476649e-10,1.429106370423197e-22
5,25,4.1565276561845114e-29,5.807119353411675e-09,1.957671856253792e-22
93,8649,5.679042336265694e-30,6.2006049825382125e-09,2.3375547100890103e-20
47,2209,1.2064448320230594e-28,2.7686941559045392e-09,2.7890897805454512e-21
26,676,3.9019855752557357e-28,2.5891923099928982e-09,5.454829032720655e-22
43,1849,1.165659367150542e-30,7.624036229801462e-09,3.4829638477317487e-20
38,1444,9.536692491246973e-30,5.020784277141997e-10,8.674905761239636e-19
3,9,3.1055712135633585e-29,9.99927839110075e-09,5.30230266656304e-23
52,2704,1.1996856463706286e-30,2.0573675661863095e-09,5.619972295950215e-19
58,3364,3.3283487957225045e-27,2.9826745600145005e-09,1.0750025472148086e-22
2,4,1.140764672957453e-29,9.480062625339386e-09,1.0706156595878344e-22
38,1444,1.4118822882489971e-27,5.252662355332744e-09,5.35362821878046e-23
99,9801,8.110302112623184e-27,9.1482798727482e-09,8.0046316053844e-24
4,16,1.1530289898382952e-27,7.625707214600286e-09,3.2740219229697772e-24
83,6889,1.374959713881823e-27,6.1269782030130464e-09,8.825057018462187e-23
9,81,7.703201859673378e-30,2.1307729861006912e-09,1.4122739174457238e-20
38,1444,1.4844383127282358e-27,6.681549383035779e-09,3.146944969550893e-23
62,3844,3.4857991924551406e-28,9.433329755465347e-09,1.096936188308537e-22
65,4225,5.007222919649403e-27,6.277049504274977e-09,1.8081206017062453e-23
5,25,1.7918240266645666e-30,8.866465074158217e-09,1.9480302882868248e-21
90,8100,9.840434299548117e-30,8.353212357985285e-09,7.193550066292479e-21
63,3969,1.6142694458679466e-27,9.664496696660193e-09,2.2931270148146517e-23
46,2116,7.61238116225404e-28,1.7917279259104884e-09,1.0330355146392313e-21
87,7569,2.5164110627846827e-29,8.452701570763828e-09,2.6556367281646217e-21
92,8464,1.248903129288672e-29,9.460776265011219e-10,4.516766099372083e-19
41,1681,1.6712567436833344e-29,4.449896757380938e-09,6.799279370568706e-21
62,3844,2.0187484051790722e-30,4.178526504146118e-09,9.653509812328354e-20
26,676,4.3491454112538853e-29,8.604995368412628e-09,4.430882258672739e-22
98,9604,6.659196338772182e-28,6.110845573269879e-09,2.1628365997362925e-22
25,625,2.0841729722393337e-29,5.262871468553447e-09,2.3767461198246688e-21
24,576,5.041276292407046e-28,3.6379239723769294e-09,1.9741746740501189e-22
32,1024,1.4569852160790894e-28,2.874569748335592e-09,1.4587175349747625e-21
9,81,5.331672645284256e-28,3.4411398156113746e-09,7.823416782809689e-23
97,9409,6.19658477367357e-27,8.940106398687852e-09,1.0748702323887911e-23
45,2025,3.5837083690245846e-30,9.688087872889076e-09,7.342192827539658e-21
64,4096,4.0733153120287634e-29,3.5961073249090518e-09,6.667894607397507e-21
18,324,5.587297348730184e-27,9.570883926695288e-09,1.930139479249547e-24
100,10000,9.627433055054752e-28,4.52088895021805e-09,2.789098716952271e-22
99,9801,1.1132810815579385e-28,7.214660765962582e-09,9.376064942782948e-22
23,529,3.126425424713908e-29,2.8573804841555643e-09,4.9449930517478986e-21
16,256,7.885017546218508e-27,6.249759943984634e-09,2.8511017587235683e-24
6,36,3.3344646803294863e-28,5.245222956496439e-09,3.589378805475982e-23
33,1089,9.877439463676778e-29,9.9291762060472e-09,1.8597955289524532e-22
72,5184,2.399608978084597e-27,5.83228463034643e-09,4.841017684270011e-23
1,1,1.230515279682113e-28,5.869082690394731e-09,1.2947758912637935e-23
67,4489,3.6110716375099244e-30,8.214606903285467e-09,1.5089929083750686e-20
73,5329,6.239395013337445e-28,5.475738954219721e-09,2.14149457709923e-22
15,225,5.238270727518945e-29,3.8169159235661135e-09,1.0786988192838475e-21
8,64,7.250383251510844e-28,3.748766126534365e-09,4.308979233209751e-23
19,361,2.606513627088211e-29,2.467639163278199e-09,6.569803264376384e-21
65,4225,1.7574410437858905e-28,1.022577840024941e-09,1.9411625748811496e-20
36,1296,1.3147924677858e-29,4.460538726751401e-09,7.552534827112644e-21
37,1369,1.915989389851135e-27,1.942832828755488e-09,2.807759010205552e-22
55,3025,2.580890819935115e-27,5.178780089682094e-10,4.360739956471549e-21
7,49,1.0768578050163238e-27,6.2176074026022345e-09,9.228160934006811e-24
43,1849,3.618906567106889e-29,9.752955996526854e-09,6.85552355342344e-22
55,3025,1.3429279582690599e-28,1.9793655935534144e-09,5.736936095313613e-21
36,1296,1.015743241085811e-30,1.882468285523224e-09,5.488899701340359e-19
74,5476,1.4472852345060264e-28,9.099280789247795e-09,3.389108919771879e-22
88,7744,3.8646517556588516e-30,9.034928452861232e-09,1.5308933722034712e-20
72,5184,2.4792950965608853e-29,5.1821799982587145e-09,5.93473538155412e-21
68,4624,2.243367020174094e-27,4.451546618054581e-09,8.394770002366272e-23
11,121,1.9028858011869125e-27,9.540966832332527e-10,3.4851161716642134e-22
8,64,7.705486794517681e-29,9.338839474605579e-09,6.53320307221058e-23
48,2304,4.8782529223211856e-27,2.831501151751108e-09,6.735432848496939e-23
29,841,5.565692224437426e-28,8.80663584458795e-09,3.687065101197025e-23
89,7921,1.8258755210962745e-27,3.437451458035315e-09,2.2639548647811255e-22
93,8649,2.8748352415921665e-28,3.704938480668091e-09,1.2933916660241102e-21
75,5625,5.19720961763108e-29,3.585033162758772e-09,6.1620716956739706e-21
85,7225,6.948650739353397e-29,7.88373829666544e-09,1.0801302169269147e-21
68,4624,1.9916849439605274e-27,8.295157514469222e-09,2.7230841978848014e-23
21,441,1.6945171063084838e-28,3.2780367743319303e-09,6.329476131332981e-22
6,36,2.0056900327871904e-28,4.4738344926201404e-10,8.202564968039165e-21
21,441,9.376677266075086e-30,4.794995642494876e-09,5.345840102148861e-21
92,8464,1.0496427026074774e-27,1.5045403965777128e-10,2.1250086515850634e-19
37,1369,2.312859263653688e-27,2.2310871927387165e-09,1.7637681771426789e-22
20,400,1.80829043984815e-29,6.667582601645224e-09,1.3653596744751037e-21
76,5776,4.281914623654936e-27,2.6637905787903196e-09,1.3727691261839609e-22
77,5929,1.0905610788230463e-30,9.798674157049665e-09,4.035786386704436e-20
74,5476,1.4728375541945683e-29,8.470098193804836e-09,3.843457225760255e-21
24,576,3.2069820087739513e-29,2.16761215049722e-09,8.741251917187512e-21
69,4761,3.8425242375282966e-27,3.739413650461578e-09,7.04770194328656e-23
19,361,2.4875043246856385e-30,9.66821580810409e-09,4.484552953805405e-21
2,4,6.072571104634854e-27,8.217489574750938e-09,2.67670885257791e-25
84,7056,3.6034201760394395e-27,3.3012473057684006e-09,1.173897918340632e-22
52,2704,1.5977029806373272e-27,6.86796831779628e-09,3.786803797369503e-23
44,1936,5.759565007285301e-28,6.868223303560453e-09,8.887840463206393e-23
9,81,9.04734984886139e-30,8.299930956611207e-09,7.924908155048955e-22
74,5476,3.2675136699065935e-30,4.425111285378626e-09,6.347284784452198e-20
91,8281,1.897613770391222e-30,5.498100208179236e-09,8.706234065955682e-20
79,6241,1.2308735290613812e-28,5.063173952820664e-09,1.3740104453774451e-21
22,484,4.2704367622706445e-30,8.137594012969377e-09,4.2695334423344555e-21
39,1521,1.3993733483458036e-29,7.650204803995932e-09,2.6134064396968432e-21
85,7225,1.050824876259803e-30,5.795783516861969e-09,1.3215583451508213e-19
79,6241,2.3219679925585614e-27,8.368135121870684e-09,2.666463025220653e-23
13,169,2.1592161479737324e-28,1.3756332035858039e-09,1.7460794660570642e-21
84,7056,1.2687619071814887e-28,7.644943852164531e-09,6.21688203362194e-22
91,8281,1.86740182827819e-28,3.906941349130463e-10,1.752071806450963e-19
13,169,1.3779728482892343e-27,4.975015206581824e-09,2.0918760072484095e-23
99,9801,3.685808740825766e-29,6.0208368778165826e-09,4.066406105278284e-21
71,5041,7.865759218137479e-27,5.358274729063569e-09,1.725400099553301e-23
29,841,1.5519546008822272e-29,4.642483497340755e-10,4.758174002362194e-19
97,9409,1.9050558814651406e-30,5.790210076032327e-09,8.334843413482836e-20
33,1089,4.269973231843726e-30,4.200538968021325e-09,2.4038137958628998e-20
21,441,7.219677088582673e-27,3.4901485652928808e-09,1.3104961974799198e-23
30,900,1.313506402871181e-29,4.285870861128317e-09,6.823904972350564e-21
95,9025,2.294495394518447e-29,8.003332674485583e-09,3.5474537959578396e-21
14,196,9.3953019311813e-29,1.6344233581552705e-09,3.0613306915741836e-21
29,841,7.759921364873537e-28,3.3895166093612975e-09,1.7852013913063527e-22
59,3481,2.0457376430969365e-28,4.704227616170171e-09,7.152329154053604e-22
33,1089,2.284612483216246e-29,8.612412291176834e-09,1.068744375365709e-21
55,3025,4.87557938351795e-28,4.684648316806444e-09,2.8210094612828017e-22
13,169,2.6529568910083152e-27,5.831073596200583e-09,7.909302491566277e-24
49,2401,3.3660873587871394e-29,4.992969964478546e-09,3.204607626862421e-21
82,6724,3.627353352129271e-27,9.762746755139193e-09,1.3016733483865601e-23
72,5184,7.074887783998864e-30,8.559243893976508e-09,7.623672107050354e-21
16,256,1.0818283541979469e-28,4.812564071655965e-09,3.5045369686753406e-22
33,1089,2.35367655894314e-30,1.8169327672734158e-09,2.330834916055017e-19
21,441,2.242676518903564e-30,2.2143949614305133e-09,1.0480079121439775e-19
59,3481,1.5737835775086292e-28,4.1696398306969484e-09,1.1834011556521095e-21
64,4096,4.3915425408986734e-29,1.6757689758992706e-09,2.8481093524286636e-20
30,900,5.753592673282054e-30,9.179144365766054e-09,3.396251265762934e-21
98,9604,3.358248952206623e-27,3.5244462318089796e-09,1.2892985099369865e-22
63,3969,3.899917436229191e-28,2.0317787296455144e-09,2.1476049168311263e-21
51,2601,1.5554539771930253e-27,9.043901820005729e-09,2.2000036643937277e-23
21,441,2.546767768052537e-30,7.437297344069529e-09,8.181288956417461e-21
27,729,3.1958691653865823e-27,7.228917289276986e-09,8.872588358431067e-24
57,3249,3.761531531759304e-27,6.64073514455762e-09,1.8858185438461247e-23
5,25,1.1837006546448206e-29,3.256665761889925e-09,2.1857667326945194e-21
12,144,5.9401035740399566e-30,5.836027393453858e-09,3.2551773641475713e-21
26,676,1.516430150071951e-29,4.096031010294568e-09,5.608497586972395e-21
60,3600,9.804791704965258e-27,8.395379834985174e-09,4.764905047805777e-24
9,81,8.124939791046138e-27,9.440425294161854e-09,6.821208275195169e-25
21,441,1.9210078051906211e-28,5.724506782067298e-09,1.8307797019164424e-22
86,7396,1.444007255991297e-30,2.9300582515775657e-09,3.807138169084784e-19
28,784,1.0183355700295207e-29,2.0564634805045665e-09,3.568183547316342e-20
24,576,5.415582926592645e-29,6.5334653974794954e-09,5.697717499393023e-22
78,6084,1.847361747106242e-30,5.3949560020686155e-09,7.96139026866518e-20
54,2916,7.631305908368537e-30,3.1129625234355684e-10,4.0074598882646905e-18
29,841,1.5319107370356483e-30,6.075692131488427e-09,2.8144600696200047e-20
27,729,7.054200156080578e-28,3.103651860354311e-09,2.180680588429732e-22
53,2809,6.283564366473361e-30,9.73013200739717e-09,4.889386945505748e-21
6,36,2.924973857254241e-28,4.784884925699577e-09,4.917092045453807e-23
20,400,1.5889927915215726e-29,7.236029976618424e-09,1.3192570565010779e-21
91,8281,5.9370709329364625e-27,5.498966354968278e-09,2.781820489135906e-23
55,3025,8.671935822767692e-30,9.517647501830038e-09,3.84246105083075e-21
75,5625,5.414786481344339e-28,5.506231204158049e-09,2.5072238637155774e-22
100,10000,5.271746648147979e-29,9.056412040064543e-09,1.2692734461093508e-21
40,1600,1.8481299162623828e-28,8.80162432332238e-09,1.5332886133424207e-22
91,8281,1.3096611251989037e-28,1.4303198837020906e-09,1.8639668125058748e-20
100,10000,2.921542541015955e-29,5.879315372684911e-09,5.434459339201237e-21
80,6400,1.033780695336157e-29,6.11785426625991e-09,1.1347113163846025e-20
17,289,6.689367568719196e-27,6.127341135658809e-09,3.7148545379240995e-24
92,8464,7.392969981937518e-30,2.809233798382395e-09,8.653966042132646e-20
76,5776,1.4368153124550348e-28,7.092576034193139e-09,5.770676329984441e-22
41,1681,1.0314367231341426e-29,2.1316381342517903e-09,4.801051633401813e-20
95,9025,1.715542852862466e-27,1.8063861637262744e-09,9.313714267257413e-22
80,6400,1.3266584710123192e-29,3.1642631415713048e-09,3.3052760711712326e-20
95,9025,4.728580883193108e-28,5.375079271203124e-09,3.8163228521269324e-22
55,3025,5.607660797756331e-29,9.821023556921246e-10,5.580710836146783e-20
77,5929,3.580709760029498e-29,7.1743504305231295e-09,2.2928651065894394e-21
36,1296,3.867008490005494e-28,8.83245009144321e-09,6.549182050727864e-23
75,5625,4.60280563472895e-28,4.463523753667987e-09,4.488538953717253e-22
91,8281,5.8534294089756024e-30,8.951964088907015e-09,1.0646734308444653e-20
89,7921,1.460211320448739e-29,4.736689423872202e-09,1.4908932482054703e-20
16,256,2.4472557550640532e-27,7.333050921714201e-09,6.672572395113114e-24
94,8836,1.2038515461001661e-29,7.947818520801433e-09,6.783926075005744e-21
43,1849,1.181648463590411e-27,1.9820123837296537e-09,5.083812276292163e-22
80,6400,2.0576627450272963e-30,2.492515546328586e-09,3.4344888657266653e-19
76,5776,2.0343810281821518e-30,4.008772660569156e-09,1.275793870367441e-19
66,4356,3.1470217355918004e-29,9.686308154752298e-09,1.2267320227146172e-21
78,6084,1.1288413696820927e-27,4.922157588351549e-09,1.5652104166546798e-22
51,2601,5.722077700636387e-27,5.948115359959768e-09,1.3825464504377767e-23
64,4096,4.6368062376195394e-29,3.946697376018084e-09,4.8631251265607846e-21
54,2916,4.158044234758809e-30,6.056239346232533e-09,1.943214156450499e-20
99,9801,1.4656665409658411e-29,4.817549347999639e-09,1.5972384224022765e-20
97,9409,7.14862739186042e-30,7.395332341694382e-09,1.3616194731500214e-20
4,16,3.0480451020512406e-29,5.793174826894031e-09,2.1459885699098414e-22
32,1024,2.906462289950278e-27,8.88110655501277e-09,7.660783626625905e-24
28,784,3.1814030574346174e-30,4.320808386865075e-09,2.5872082926776503e-20
82,6724,1.8662655429765353e-28,9.945735141314246e-10,2.437747430194749e-20
64,4096,1.2912942302887854e-27,7.657624908803833e-09,4.6386185038695834e-23
77,5929,4.626400577557953e-27,8.550277727799944e-09,1.2494219181556919e-23
39,1521,1.940282761430809e-28,1.1314710505603002e-09,8.616576741011574e-21
10,100,1.3047934102959251e-29,2.167093257791013e-09,8.95622747004207e-21
34,1156,2.6099574532317676e-30,9.107862614151114e-10,8.618558212656443e-19
75,5625,3.784365160649484e-29,6.9697927993479946e-09,2.2389818073378782e-21
24,576,4.746754705071337e-30,7.12822156497342e-09,5.461024732191169e-21
16,256,5.520831282257689e-28,3.096209874884967e-10,1.6591161716333377e-20
68,4624,7.704007170982211e-27,1.2070371724615152e-09,3.3248573433036984e-22
16,256,3.0480831049480506e-27,9.956842306906884e-09,2.9058419748987936e-24
55,3025,7.737339105466944e-27,8.742097682443594e-09,5.104601225532532e-24
34,1156,5.207598082754477e-28,5.755795868658706e-09,1.0815653471278875e-22
87,7569,7.5353287167254975e-28,2.3706912570562896e-09,1.127428803357641e-21
3,9,2.701142728554488e-28,5.847484013285699e-09,1.782615618742905e-23
67,4489,1.867748348200092e-27,2.454266609255918e-09,3.2683987523485273e-22
96,9216,3.5150020987618742e-28,6.037620069346013e-09,4.111839507679237e-22
25,625,2.0093030282694248e-27,1.1359569266457339e-09,5.291671959741222e-22
31,961,5.2145423291865775e-28,6.144599496357633e-09,8.641326341152855e-23
25,625,8.972588134148345e-29,7.655353390788556e-09,2.609238994444057e-22
78,6084,1.0107322631245107e-30,4.868417073599216e-09,1.7869195160788488e-19
52,2704,2.4846163866682033e-28,6.554697110909976e-09,2.673380736775337e-22
45,2025,1.3007128089743125e-30,7.542265408770152e-09,3.337717276342472e-20
47,2209,1.4422910678559773e-28,3.136799333828574e-09,1.8175800273198208e-21
64,4096,4.470859243058991e-28,1.7014195646295039e-09,2.7138647736227038e-21
82,6724,8.67454026389543e-27,4.171788741790961e-09,2.980882391073899e-23
69,4761,2.255696974311641e-29,4.4895446027926565e-09,8.328865032714343e-21
73,5329,9.19677052915025e-30,2.3816175107456237e-09,7.680076606183913e-20
61,3721,8.751199907647695e-30,8.665087893034607e-09,5.094931596042016e-21
52,2704,2.90477477802566e-29,6.987987176893491e-09,2.0119109382689316e-21
33,1089,1.027132284535076e-30,9.468542741738515e-09,1.96672366606887e-20
84,7056,6.0375615876234276e-27,2.9791711247202497e-09,8.602979421938825e-23
32,1024,1.0011575801021376e-28,7.739713712842116e-09,2.9283286524150553e-22
79,6241,3.316211338823761e-27,9.690724880404615e-09,1.392176937299746e-23
5,25,4.225850121368778e-28,9.39420103542086e-09,7.357974641236818e-24
74,5476,3.118189227372748e-29,8.132216904030862e-09,1.9693976591324903e-21
69,4761,1.5157056077021931e-27,2.1182657155793883e-09,5.567951336446744e-22
69,4761,4.2092606222892074e-27,1.1671235844067994e-09,6.604373953474034e-22
47,2209,2.1434758704847552e-27,6.312333800598602e-09,3.0201006560011844e-23
77,5929,4.812908620443298e-28,7.795667331983122e-10,1.4447695669566317e-20
88,7744,7.990134004095322e-27,4.681874810822822e-09,2.757471848046691e-23
15,225,1.8903583027019065e-28,4.000463583199484e-10,2.721125418583502e-20
11,121,4.628759842712102e-28,3.8384950000376566e-09,8.85172982914158e-23
28,784,2.5433604150910173e-27,1.234308953582908e-09,3.9657418181040097e-22
2,4,2.3755037050898448e-29,4.970250299313477e-09,1.8704230038926836e-22
11,121,5.634755117586468e-28,5.521962421493311e-09,3.5136040314070636e-23
86,7396,8.182763491002184e-30,4.320989296098726e-09,3.089257739197862e-20
92,8464,5.893529559989848e-29,6.474710604825747e-09,2.043589719966243e-21
8,64,3.829684993222204e-29,1.6861589414056195e-09,4.0322921110851964e-21
52,2704,2.1528678554956305e-30,1.5916935063492223e-09,5.232258030171993e-19
3,9,7.854076449141349e-27,9.006933379160832e-09,2.584010663016109e-25
17,289,1.5322628739340931e-27,6.691603642558542e-09,1.3598070751907775e-23
71,5041,5.563360453464612e-28,5.615264744796122e-09,2.221277142961327e-22
53,2809,4.201160063104059e-28,6.136942667794071e-09,1.8383346833619233e-22
54,2916,5.448079551384008e-30,9.175343051142486e-09,6.461416996064382e-21
8,64,3.30033096067447e-30,2.7758286815603387e-09,1.726510594166326e-20
27,729,4.1956762916892814e-27,1.892425221258911e-09,9.861577846044555e-23
57,3249,2.2945449251143498e-29,3.703812554465359e-09,9.938077140299987e-21
37,1369,1.068857668280888e-30,6.674695341050155e-09,4.264233948866779e-20
95,9025,1.9455982921676826e-30,8.666958248579534e-09,3.5674598325012715e-20
19,361,1.2399454813335807e-27,7.107472249264391e-09,1.6647259030660516e-23
83,6889,1.2843419767591595e-30,2.643660563048153e-09,5.0746734638616505e-19
96,9216,1.7995769877612777e-30,7.748239030011148e-09,4.8765968504685345e-20
68,4624,3.3561005865466253e-29,3.0071420849182685e-09,1.2296686999219636e-20
47,2209,2.474492868239234e-29,2.4558800446277233e-09,1.7283011656651004e-20
68,4624,6.455038990638918e-28,3.384321759989441e-09,5.04764521620444e-22
4,16,8.871390495273859e-28,5.824042930770251e-09,7.295267679895992e-24
72,5184,6.915525867645424e-29,5.195732395129318e-09,2.1165854612884425e-21
25,625,6.841628378116543e-27,9.1423926085883e-09,2.399290667727132e-24
73,5329,2.970206013737606e-27,9.045116027417088e-09,1.648656102731831e-23
64,4096,8.967539559423801e-29,2.752503103953227e-09,5.169792472768749e-21
32,1024,2.9376127680697436e-29,5.95639612726209e-09,1.685040555324585e-21
53,2809,2.375537767498909e-30,6.992109475832403e-09,2.504491506071836e-20
1,1,7.601279690361645e-29,3.4601313093425965e-09,6.030456632363981e-23
33,1089,3.731672115295268e-29,2.216184190237344e-09,9.881453462873448e-21
50,2500,8.047923152464439e-27,9.107619960869487e-09,4.1105359889573695e-24
77,5929,1.6544682563994327e-28,8.621809219541735e-09,3.4360346971135245e-22
49,2401,2.532387622494819e-30,5.351714304495558e-09,3.707679004397745e-20
81,6561,2.2547831036652923e-29,9.281108433071381e-09,2.2887724946825752e-21
57,3249,2.837504159384365e-30,6.070653768646875e-10,2.991503341902447e-18
66,4356,1.1648015444140014e-27,7.1002713445238554e-09,6.168281389442597e-23
56,3136,5.2281090281861734e-27,4.115419155793153e-09,3.470861735361252e-23
36,1296,6.569013124181899e-30,7.068666674231156e-09,6.019347796260332e-21
70,4900,2.676570408626902e-28,1.016872731655397e-09,1.388059991755801e-20
25,625,7.118092379130461e-29,7.251366823985762e-09,3.6657151124134287e-22
17,289,8.972605198934468e-29,4.672927499897409e-09,4.761835060083087e-22
84,7056,9.100028769159147e-29,4.298102270815991e-09,2.742237733573851e-21
83,6889,4.131342686730154e-27,2.258571882955382e-09,2.1614296729015685e-22
9,81,4.134624524691533e-29,9.250305850989028e-09,1.3960993345879663e-22
84,7056,4.567168782571125e-28,4.3515854007981185e-09,5.330393544270863e-22
79,6241,1.1152123839677538e-29,1.894613227715257e-09,1.0830548449972921e-19
100,10000,8.619783879780967e-27,4.5804850417045556e-10,3.0346091036709275e-21
27,729,3.92595273611463e-28,8.753081772786491e-09,4.9262766539053456e-23
66,4356,2.2161747322995235e-29,6.344301034400907e-09,4.060639591218999e-21
55,3025,1.395589159830181e-29,4.361200932444698e-09,1.1371427358596183e-20
17,289,1.2666129058425425e-28,6.012686212904238e-09,2.0374642866352492e-22
47,2209,3.477547897214945e-30,6.517853774548377e-09,1.7459732411915028e-20
58,3364,2.1870992418976476e-29,5.894221483966037e-09,4.189176641230701e-21
85,7225,4.2624516580302145e-28,9.754105706266674e-09,1.1502880696939862e-22
30,900,2.3661830143054003e-27,9.27870645529893e-09,8.082023767617445e-24
19,361,6.59609264946786e-28,6.133511924966598e-09,4.202139809193255e-23
100,10000,6.292290470105302e-30,6.199274805831282e-09,2.2695070292515706e-20
15,225,1.6353153789122773e-28,4.154995025884778e-09,2.9158876973756986e-22
20,400,4.02539059911496e-30,7.1907312879554265e-09,5.273487487732845e-21
13,169,2.3746269139361656e-27,3.998889613206496e-09,1.8788460957398185e-23
32,1024,1.0966493490438283e-27,8.468602938345978e-10,2.2329588680670103e-21
24,576,1.6749949994878736e-30,2.040976275876255e-09,1.887747421174554e-19
15,225,1.7865436699456665e-30,8.770170118250223e-09,5.990783972243839e-21
